title_english,status,episodes,rating,rank,popularity,members,favorites,score,scored_by,genres,themes,demographics
Hybrid x Heart Magias Academy Ataraxia,Finished Airing,12.0,R+ - Mild Nudity,9520.0,866,310195,812,6.11,136612.0,"Action, Comedy, Fantasy, Romance, Ecchi","Harem, School, Urban Fantasy",
"Please Put Them On, Takamine-san",Finished Airing,12.0,R+ - Mild Nudity,8855.0,2193,106237,811,6.23,31855.0,"Comedy, Romance, Ecchi",School,Shounen
Zenshu,Finished Airing,12.0,PG-13 - Teens 13 or older,1660.0,1766,141300,806,7.59,56114.0,"Action, Fantasy",Isekai,
Heaven's Memo Pad,Finished Airing,12.0,R - 17+ (violence & profanity),2138.0,1078,246379,805,7.46,97311.0,"Drama, Mystery",,
The Elusive Samurai,Finished Airing,12.0,R - 17+ (violence & profanity),1080.0,1413,185664,805,7.8,75203.0,"Adventure, Comedy","Historical, Samurai",Shounen
Those Snow White Notes,Finished Airing,12.0,PG-13 - Teens 13 or older,1919.0,1628,156970,804,7.53,63047.0,Drama,"Music, Performing Arts, School",Shounen
Failure Frame: I Became the Strongest and Annihilated Everything With Low-Level Spells,Finished Airing,12.0,PG-13 - Teens 13 or older,7370.0,1305,202054,803,6.48,102493.0,"Action, Adventure, Fantasy",Isekai,
,Finished Airing,14.0,PG-13 - Teens 13 or older,534.0,1574,164742,802,8.11,85734.0,"Action, Drama",Racing,Seinen
The Familiar of Zero: Rondo of Princesses,Finished Airing,12.0,PG-13 - Teens 13 or older,2864.0,536,460787,802,7.31,278306.0,"Action, Adventure, Comedy, Fantasy, Romance, Ecchi","Harem, Isekai, School",
Witch Craft Works,Finished Airing,12.0,PG-13 - Teens 13 or older,4600.0,725,359807,801,6.97,166114.0,"Action, Supernatural",School,Seinen
Whisper Me a Love Song,Finished Airing,12.0,PG-13 - Teens 13 or older,6260.0,2415,91451,801,6.66,21824.0,"Drama, Girls Love",School,
Higurashi: When They Cry – SOTSU,Finished Airing,15.0,R - 17+ (violence & profanity),5865.0,1994,121713,799,6.73,50073.0,"Horror, Mystery, Suspense","Gore, Psychological",
,Finished Airing,1.0,PG-13 - Teens 13 or older,4064.0,1468,177313,799,7.09,107633.0,"Action, Drama, Fantasy","School, Super Power",
Saiyuki,Finished Airing,50.0,R - 17+ (violence & profanity),1868.0,3145,57864,798,7.54,21989.0,"Action, Adventure, Drama, Fantasy",Mythology,Shounen
Tonikawa: Over The Moon For You - SNS,Finished Airing,1.0,PG-13 - Teens 13 or older,667.0,1526,171317,798,8.01,91585.0,"Comedy, Romance",,Shounen
Our love has always been 10 centimeters apart.,Finished Airing,6.0,PG-13 - Teens 13 or older,2207.0,1082,245973,796,7.45,98560.0,"Drama, Romance","School, Visual Arts",
Reign of the Seven Spellblades,Finished Airing,15.0,PG-13 - Teens 13 or older,6890.0,1476,176884,795,6.56,66760.0,"Action, Fantasy",School,
Kaiju No. 8 Season 2,Currently Airing,11.0,PG-13 - Teens 13 or older,758.0,1352,194575,795,7.95,6647.0,"Action, Fantasy, Sci-Fi","Adult Cast, Military, Urban Fantasy",Shounen
The Summer Hikaru Died,Currently Airing,12.0,R - 17+ (violence & profanity),397.0,1771,141003,795,8.21,14353.0,"Horror, Mystery, Supernatural",,
Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?!,Finished Airing,12.0,PG-13 - Teens 13 or older,1523.0,2611,80972,794,7.63,36764.0,"Boys Love, Comedy","Adult Cast, Workplace",
Digimon Adventure 02,Finished Airing,50.0,PG - Children,3231.0,1167,229047,792,7.24,147145.0,"Action, Adventure, Comedy, Fantasy",Isekai,Kids
Raven of the Inner Palace,Finished Airing,13.0,PG-13 - Teens 13 or older,1852.0,2099,113994,790,7.54,41203.0,"Fantasy, Mystery","Historical, Mythology",Josei
Peter Grill and the Philosopher's Time,Finished Airing,12.0,R+ - Mild Nudity,,1227,216862,790,5.53,95716.0,"Comedy, Fantasy, Erotica",Harem,
The Heike Story,Finished Airing,11.0,PG-13 - Teens 13 or older,1094.0,2457,88997,789,7.79,27931.0,"Drama, Supernatural","Historical, Samurai",
,Finished Airing,12.0,PG-13 - Teens 13 or older,10595.0,719,362887,789,5.92,180826.0,Fantasy,,
Irina: The Vampire Cosmonaut,Finished Airing,12.0,PG-13 - Teens 13 or older,2780.0,1558,167670,789,7.32,57973.0,Fantasy,"Historical, Military, Space, Urban Fantasy, Vampire",
Okami-San and Her Seven Companions,Finished Airing,12.0,PG-13 - Teens 13 or older,3707.0,924,285493,788,7.15,132320.0,"Comedy, Romance",Parody,
The Asterisk War Season 2,Finished Airing,12.0,PG-13 - Teens 13 or older,4582.0,545,454821,788,6.98,263956.0,"Action, Comedy, Fantasy, Romance, Ecchi","Harem, School, Urban Fantasy",
Karin,Finished Airing,24.0,PG-13 - Teens 13 or older,3968.0,1418,184325,786,7.1,95010.0,"Comedy, Romance, Supernatural","School, Vampire",Shounen
Tales of Zestiria the X,Finished Airing,12.0,PG-13 - Teens 13 or older,3368.0,773,339033,786,7.21,148024.0,"Action, Adventure, Fantasy",,
Super Dimension Fortress Macross: Do You Remember Love?,Finished Airing,1.0,R+ - Mild Nudity,785.0,3326,52266,783,7.93,24342.0,"Action, Romance, Sci-Fi","Mecha, Military, Music, Space",
Laughing Under the Clouds,Finished Airing,12.0,PG-13 - Teens 13 or older,2165.0,1832,135322,781,7.46,49037.0,"Action, Supernatural",Historical,Shoujo
Joshiraku,Finished Airing,13.0,PG-13 - Teens 13 or older,2268.0,1389,188507,780,7.43,50932.0,Comedy,"Adult Cast, Gag Humor, Parody, Performing Arts",Shounen
"If It's for My Daughter, I'd Even Defeat a Demon Lord",Finished Airing,12.0,PG-13 - Teens 13 or older,4097.0,1144,233632,778,7.08,112593.0,"Fantasy, Slice of Life",Childcare,
I'm Getting Married to a Girl I Hate in My Class,Finished Airing,12.0,PG-13 - Teens 13 or older,5627.0,1796,138225,778,6.77,62942.0,"Comedy, Romance",,
,Finished Airing,1.0,PG-13 - Teens 13 or older,859.0,1802,136810,777,7.89,84991.0,"Action, Fantasy",,
Fairy Tail the Movie 2: Dragon Cry,Finished Airing,1.0,PG-13 - Teens 13 or older,1759.0,1306,202099,777,7.56,103428.0,"Action, Adventure, Fantasy",,Shounen
Death Note: Relight,Finished Airing,2.0,R - 17+ (violence & profanity),1290.0,1213,218537,776,7.71,97456.0,"Supernatural, Suspense",Psychological,Shounen
Handyman Saitou in Another World,Finished Airing,12.0,R - 17+ (violence & profanity),2524.0,1271,207645,776,7.38,95559.0,"Adventure, Comedy, Fantasy",Isekai,
Magical DoReMi,Finished Airing,51.0,G - All Ages,2735.0,3075,60679,776,7.33,25944.0,Comedy,Mahou Shoujo,
Today's Menu for the Emiya Family,Finished Airing,13.0,PG-13 - Teens 13 or older,1093.0,1777,140014,775,7.79,62309.0,"Gourmet, Slice of Life",Iyashikei,
Kamigami no Asobi,Finished Airing,12.0,PG-13 - Teens 13 or older,4545.0,1666,151592,775,6.99,67519.0,"Fantasy, Romance","Isekai, Mythology, Reverse Harem",Josei
,Finished Airing,6.0,Rx - Hentai,,2491,86833,774,5.81,46824.0,Hentai,,
Omamori Himari,Finished Airing,12.0,R+ - Mild Nudity,5423.0,1060,249401,774,6.81,123465.0,"Action, Comedy, Romance, Supernatural, Ecchi","Harem, Mythology, School",Shounen
,Finished Airing,6.0,Rx - Hentai,,3849,40396,773,7.35,17743.0,"Action, Fantasy, Hentai",,
X,Finished Airing,24.0,R+ - Mild Nudity,2520.0,2484,87217,772,7.38,36389.0,"Action, Drama, Fantasy, Mystery",Super Power,Shoujo
given - on the other hand,Finished Airing,1.0,PG-13 - Teens 13 or older,506.0,2332,97529,772,8.13,42885.0,"Boys Love, Drama","Music, School",
Yurikuma Arashi,Finished Airing,12.0,R - 17+ (violence & profanity),4332.0,2171,107443,770,7.03,35830.0,"Avant Garde, Drama, Fantasy, Girls Love, Ecchi","Anthropomorphic, Psychological, School",
Neon Genesis Evangelion: Death & Rebirth,Finished Airing,1.0,R - 17+ (violence & profanity),2055.0,971,273184,769,7.49,151368.0,"Action, Drama, Sci-Fi, Suspense","Mecha, Psychological",
Magical Girl Raising Project,Finished Airing,12.0,R - 17+ (violence & profanity),4741.0,1539,169818,769,6.94,70486.0,"Action, Suspense","Gore, High Stakes Game, Mahou Shoujo, Survival",
,Finished Airing,2.0,Rx - Hentai,,4319,31721,768,7.78,16848.0,Hentai,,
Berserk: The Golden Age Arc II - The Battle for Doldrey,Finished Airing,1.0,R+ - Mild Nudity,912.0,1181,226550,768,7.87,144715.0,"Action, Adventure, Drama, Fantasy, Horror","Gore, Military, Psychological",Seinen
By the Grace of the Gods 2,Finished Airing,12.0,PG-13 - Teens 13 or older,5401.0,1855,133604,768,6.81,55462.0,"Fantasy, Slice of Life","Isekai, Iyashikei, Reincarnation",
How to Keep a Mummy,Finished Airing,12.0,PG-13 - Teens 13 or older,2184.0,1723,145194,767,7.46,56963.0,"Slice of Life, Supernatural","Mythology, Pets, School",
Durarara!! x2 Ten,Finished Airing,12.0,R - 17+ (violence & profanity),742.0,616,412613,767,7.96,209813.0,"Action, Mystery, Supernatural",,
Myself; Yourself,Finished Airing,13.0,PG-13 - Teens 13 or older,3983.0,1375,190536,765,7.1,97223.0,"Drama, Romance",School,
Record of Lodoss War,Finished Airing,13.0,R - 17+ (violence & profanity),2805.0,2471,88169,763,7.32,28792.0,"Action, Adventure, Fantasy",,
GJ Club,Finished Airing,12.0,PG-13 - Teens 13 or older,2995.0,1435,180362,762,7.28,78580.0,Comedy,School,
The Dawn of the Witch,Finished Airing,12.0,PG-13 - Teens 13 or older,7916.0,1482,176212,760,6.39,59731.0,"Action, Adventure, Comedy, Fantasy",Anthropomorphic,
Jormungand Season 2: Perfect Order,Finished Airing,12.0,R+ - Mild Nudity,876.0,1293,203692,759,7.88,109118.0,"Action, Adventure","Adult Cast, Military, Organized Crime",Seinen
Kamikatsu: Working for God in a Godless World,Finished Airing,12.0,R - 17+ (violence & profanity),6084.0,1206,220480,759,6.69,95591.0,"Action, Comedy, Fantasy","Isekai, Parody",Seinen
Teasing Master Takagi-san: The Movie,Finished Airing,1.0,PG-13 - Teens 13 or older,195.0,2468,88505,759,8.42,40013.0,Romance,"Love Status Quo, School",Shounen
The Ancient Magus' Bride: Those Awaiting a Star,Finished Airing,3.0,PG-13 - Teens 13 or older,550.0,906,293645,758,8.09,131940.0,"Drama, Fantasy",Urban Fantasy,Shounen
Summoned to Another World for a Second Time,Finished Airing,12.0,PG-13 - Teens 13 or older,11789.0,1453,179289,757,5.67,68497.0,"Adventure, Comedy, Fantasy, Romance","Harem, Isekai",
Back Street Girls: Gokudols,Finished Airing,10.0,R - 17+ (violence & profanity),4574.0,1578,164421,757,6.98,85216.0,"Comedy, Ecchi","Gag Humor, Magical Sex Shift, Organized Crime, Workplace",Seinen
Aldnoah.Zero Part 2,Finished Airing,12.0,R - 17+ (violence & profanity),4902.0,824,320172,757,6.91,197071.0,"Action, Sci-Fi","Mecha, Space",
Brothers Conflict,Finished Airing,12.0,PG-13 - Teens 13 or older,10721.0,1370,191437,756,5.89,102927.0,Romance,Reverse Harem,
KonoSuba: God's Blessing on This Wonderful World! 2 - God's Blessing on This Wonderful Art!,Finished Airing,1.0,PG-13 - Teens 13 or older,674.0,650,396253,755,8.01,239780.0,"Adventure, Comedy, Fantasy","Isekai, Parody",
Sword Oratoria: Is It Wrong to Try to Pick Up Girls in a Dungeon? On the Side,Finished Airing,12.0,PG-13 - Teens 13 or older,4100.0,512,478610,753,7.08,238431.0,"Action, Adventure, Fantasy",,
Umamusume: Pretty Derby,Finished Airing,13.0,PG-13 - Teens 13 or older,2801.0,1505,173596,752,7.32,66310.0,Sports,"Anthropomorphic, Racing",
Wasteful Days of High School Girls,Finished Airing,12.0,PG-13 - Teens 13 or older,1319.0,1864,132067,751,7.7,51583.0,Comedy,"CGDCT, Gag Humor, School",
Tegami Bachi: Letter Bee,Finished Airing,25.0,PG-13 - Teens 13 or older,1611.0,1938,125526,751,7.6,46188.0,"Adventure, Fantasy",,Shounen
Sing a Bit of Harmony,Finished Airing,1.0,PG-13 - Teens 13 or older,1372.0,2057,117122,751,7.68,29534.0,"Drama, Sci-Fi","Music, School",
Burning Kabaddi,Finished Airing,12.0,PG-13 - Teens 13 or older,4431.0,2180,107008,749,7.01,42514.0,"Comedy, Sports","School, Team Sports",
Pingu in the City,Finished Airing,26.0,G - All Ages,7202.0,3739,42710,748,6.51,23869.0,Comedy,Anthropomorphic,Kids
,Not yet aired,0.0,PG-13 - Teens 13 or older,,1697,148191,748,,,"Action, Comedy","Childcare, Super Power",Shounen
An Archdemon's Dilemma: How to Love Your Elf Bride,Finished Airing,12.0,PG-13 - Teens 13 or older,2947.0,1402,186759,747,7.29,90330.0,"Action, Fantasy, Romance",,
The Executioner and Her Way of Life,Finished Airing,12.0,R - 17+ (violence & profanity),5643.0,1434,181116,746,6.76,62013.0,"Action, Adventure, Fantasy",Isekai,
ChäoS;HEAd,Finished Airing,12.0,R - 17+ (violence & profanity),8566.0,902,294147,743,6.28,155871.0,"Mystery, Sci-Fi, Supernatural, Suspense",Psychological,
,Finished Airing,13.0,R - 17+ (violence & profanity),5444.0,2938,66202,742,6.81,21770.0,Sci-Fi,"Adult Cast, Music",
We Never Learn: BOKUBEN Season 2,Finished Airing,13.0,PG-13 - Teens 13 or older,2753.0,836,317546,742,7.33,179012.0,"Comedy, Romance","Harem, School",Shounen
The Place Promised in Our Early Days,Finished Airing,1.0,PG-13 - Teens 13 or older,2321.0,1176,227153,741,7.42,94998.0,"Award Winning, Drama, Romance, Sci-Fi",Military,
Dance in the Vampire Bund,Finished Airing,12.0,R+ - Mild Nudity,4640.0,1113,239517,741,6.96,112263.0,"Action, Drama, Romance, Supernatural",Vampire,Seinen
Rainbow Days,Finished Airing,24.0,PG-13 - Teens 13 or older,3135.0,1099,242417,739,7.26,102150.0,"Comedy, Romance",School,Shoujo
The Honor Student at Magic High School,Finished Airing,13.0,PG-13 - Teens 13 or older,6139.0,1759,141749,739,6.68,45399.0,"Fantasy, Sci-Fi","School, Urban Fantasy",
The Perfect Insider,Finished Airing,11.0,R - 17+ (violence & profanity),3279.0,1453,178949,738,7.23,71220.0,"Mystery, Sci-Fi, Suspense","Adult Cast, Detective, Psychological",
Is This a Zombie? of the Dead,Finished Airing,10.0,R - 17+ (violence & profanity),2132.0,661,389610,734,7.47,222087.0,"Action, Comedy, Fantasy, Ecchi","Harem, Urban Fantasy, Vampire",
Noein: To Your Other Self,Finished Airing,24.0,PG-13 - Teens 13 or older,1795.0,2356,95049,734,7.55,30970.0,"Adventure, Drama, Sci-Fi",Time Travel,
Black Butler: Public School Arc,Finished Airing,11.0,R - 17+ (violence & profanity),933.0,2289,100114,732,7.86,33698.0,"Action, Mystery, Supernatural","Historical, Mythology, School",Shounen
The Masterful Cat Is Depressed Again Today,Finished Airing,13.0,PG-13 - Teens 13 or older,1496.0,2027,119490,732,7.64,46797.0,Comedy,"Adult Cast, Anthropomorphic",
Kimi ni Todoke: From Me to You Season 3,Finished Airing,5.0,PG-13 - Teens 13 or older,159.0,2345,96119,730,8.47,32374.0,"Drama, Romance",School,Shoujo
Sekai Ichi Hatsukoi - World's Greatest First Love 2,Finished Airing,12.0,PG-13 - Teens 13 or older,1025.0,1485,174684,729,7.81,104219.0,Boys Love,"Adult Cast, Otaku Culture, Workplace",
Juni Taisen: Zodiac War,Finished Airing,12.0,R - 17+ (violence & profanity),7056.0,883,303810,728,6.53,146939.0,"Action, Suspense","Gore, High Stakes Game",
Student Council's Discretion,Finished Airing,12.0,PG-13 - Teens 13 or older,2866.0,1297,203088,725,7.3,85132.0,Comedy,"Harem, Parody, School",
,Finished Airing,12.0,PG-13 - Teens 13 or older,2599.0,1690,149085,723,7.36,62054.0,Slice of Life,"CGDCT, Otaku Culture",
Hakkenden -Eight Dogs of the East-,Finished Airing,13.0,PG-13 - Teens 13 or older,2514.0,2029,118831,723,7.38,44428.0,"Action, Fantasy, Mystery",Mythology,Shoujo
Ushio & Tora (2015),Finished Airing,26.0,PG-13 - Teens 13 or older,1752.0,1139,235074,723,7.56,103488.0,"Action, Adventure, Supernatural",Mythology,Shounen
The Labyrinth of Grisaia: The Cocoon of Caprice 0,Finished Airing,1.0,R+ - Mild Nudity,1056.0,1045,254321,722,7.81,153591.0,Drama,,
,Finished Airing,6.0,PG-13 - Teens 13 or older,2355.0,1873,130931,721,7.42,48514.0,Romance,School,
Samurai 7,Finished Airing,26.0,PG-13 - Teens 13 or older,2291.0,1812,136112,720,7.43,64478.0,"Action, Sci-Fi","Historical, Mecha, Samurai",
Destiny of the Shrine Maiden,Finished Airing,12.0,PG-13 - Teens 13 or older,5430.0,2729,74880,720,6.8,31521.0,"Drama, Girls Love, Supernatural",Mecha,Shounen
,Finished Airing,3.0,PG-13 - Teens 13 or older,3760.0,980,271521,718,7.14,129646.0,"Action, Fantasy",,Shounen
Maria Watches Over Us,Finished Airing,13.0,PG-13 - Teens 13 or older,2966.0,2739,74538,717,7.28,22885.0,"Drama, Girls Love",School,Shoujo
Babylon,Finished Airing,12.0,R - 17+ (violence & profanity),5778.0,1571,165548,716,6.74,57723.0,"Mystery, Suspense","Adult Cast, Detective, Psychological",
Revolutionary Girl Utena: The Adolescence of Utena,Finished Airing,1.0,R+ - Mild Nudity,1377.0,3129,58368,716,7.68,28981.0,"Avant Garde, Drama, Fantasy, Girls Love","Mahou Shoujo, School",
Servant x Service,Finished Airing,13.0,PG-13 - Teens 13 or older,1610.0,1152,231662,715,7.61,99312.0,Comedy,"Adult Cast, Workplace",Seinen
,Finished Airing,1.0,PG-13 - Teens 13 or older,829.0,1326,198255,712,7.91,122095.0,"Action, Drama",Racing,Seinen
Ningen Fushin: Adventurers Who Don't Believe in Humanity Will Save the World,Finished Airing,12.0,PG-13 - Teens 13 or older,8266.0,1348,195366,712,6.33,81210.0,"Action, Adventure, Fantasy",,
Shadows House 2nd Season,Finished Airing,12.0,PG-13 - Teens 13 or older,662.0,1853,133834,711,8.01,55696.0,"Fantasy, Mystery",,Seinen
Baki Hanma,Finished Airing,12.0,R - 17+ (violence & profanity),1506.0,1416,185317,711,7.64,111266.0,Sports,"Combat Sports, Gore",Shounen
Shinobi no Ittoki,Finished Airing,12.0,PG-13 - Teens 13 or older,9807.0,1424,183747,709,6.06,65122.0,Action,School,
Psychic Princess,Finished Airing,16.0,PG-13 - Teens 13 or older,1562.0,3284,53585,708,7.62,23240.0,"Comedy, Drama, Romance",Historical,
She and Her Cat: Everything Flows,Finished Airing,4.0,G - All Ages,1429.0,1750,142518,708,7.66,61500.0,Slice of Life,Pets,
Spy Classroom,Finished Airing,12.0,PG-13 - Teens 13 or older,7883.0,1599,161107,708,6.4,46479.0,"Action, Mystery",,
Cardcaptor Sakura: Clear Card,Finished Airing,22.0,PG - Children,1443.0,1886,130387,707,7.66,49047.0,"Adventure, Comedy, Romance",Mahou Shoujo,Shoujo
Sonic X,Finished Airing,78.0,PG - Children,6528.0,2488,86924,706,6.62,51330.0,"Action, Adventure, Comedy, Sci-Fi",Anthropomorphic,Kids
The Café Terrace and Its Goddesses,Finished Airing,12.0,PG-13 - Teens 13 or older,2869.0,1664,151939,705,7.31,67034.0,"Comedy, Romance, Ecchi","Adult Cast, Harem",Shounen
Children Who Chase Lost Voices,Finished Airing,1.0,PG-13 - Teens 13 or older,2005.0,1187,225134,703,7.5,101748.0,"Adventure, Fantasy, Romance",,
Mission: Yozakura Family,Finished Airing,27.0,PG-13 - Teens 13 or older,1766.0,1787,138546,703,7.56,41069.0,"Action, Comedy",,Shounen
Re:ZERO -Starting Life in Another World- The Frozen Bond,Finished Airing,1.0,PG-13 - Teens 13 or older,1685.0,890,301486,702,7.58,157574.0,"Drama, Fantasy, Suspense",Psychological,
Pokémon: Origins,Finished Airing,4.0,PG - Children,1238.0,1101,241800,701,7.74,162052.0,"Action, Adventure, Comedy, Fantasy",,Kids
Tonari no Seki-kun: The Master of Killing Time,Finished Airing,21.0,G - All Ages,1903.0,1063,249203,701,7.53,113242.0,Comedy,School,Seinen
Valvrave the Liberator,Finished Airing,12.0,R - 17+ (violence & profanity),3883.0,1472,177099,701,7.12,79635.0,"Action, Sci-Fi","Mecha, Military, Space",
Full-Time Magister,Finished Airing,12.0,PG-13 - Teens 13 or older,3557.0,1685,149627,700,7.18,63745.0,"Action, Fantasy",School,
Sirius the Jaeger,Finished Airing,12.0,R - 17+ (violence & profanity),4701.0,1022,261789,699,6.95,117279.0,"Action, Supernatural","Historical, Vampire",
I'm Standing on a Million Lives,Finished Airing,12.0,PG-13 - Teens 13 or older,7100.0,820,321288,696,6.52,160576.0,"Action, Adventure, Drama, Fantasy",Isekai,Shounen
The Fable,Finished Airing,25.0,R - 17+ (violence & profanity),495.0,2422,91038,695,8.13,32931.0,"Comedy, Suspense","Adult Cast, Organized Crime",Seinen
Silver Spoon 2nd Season,Finished Airing,11.0,PG-13 - Teens 13 or older,327.0,1659,152298,695,8.27,92997.0,Comedy,School,Shounen
,Finished Airing,12.0,PG-13 - Teens 13 or older,1778.0,2635,79761,694,7.56,35817.0,Drama,Racing,Seinen
Code:Breaker,Finished Airing,13.0,R - 17+ (violence & profanity),5960.0,749,347439,693,6.71,165989.0,Action,"School, Super Power",Shounen
,Finished Airing,12.0,PG-13 - Teens 13 or older,8443.0,1545,169133,693,6.3,64702.0,Suspense,"Psychological, School, Strategy Game",
Dead Leaves,Finished Airing,1.0,R+ - Mild Nudity,3414.0,2296,99042,692,7.2,43559.0,"Action, Comedy, Sci-Fi","Gore, Super Power",
